document_id,title,categories,category_slugs,author,tags,tag_slugs,download_url,source_page
10371,Back to the Future! Planning with the End in Mind,Program Management,program-management,,2024 BMR April,2024-bmr-april,https://texasbandmasters.org/wp-content/uploads/2024/04/2024_4_Hummell.pdf,https://texasbandmasters.org/document-library/
8706,Balancing a Better Body For a Better You,Health/Wellness,health-wellness,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Bradford-Cude-Balancing-a-Better-Body-For-a-Better-You.pdf,https://texasbandmasters.org/document-library/
8062,BALANCING ACT: In My Shoes,Health/Wellness,health-wellness,,2023 BMR April,2023-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_4_dillard.pdf,https://texasbandmasters.org/document-library/
8973,Balancing Your Band and Your Life,Health/Wellness,health-wellness,,2014 BMR September,2014-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2014-09-kick.pdf,https://texasbandmasters.org/document-library/
8290,Balancing Your Band With Your Personal Life,Health/Wellness,health-wellness,,2019 BMR September,2019-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_09_kick.pdf,https://texasbandmasters.org/document-library/
8328,Band Benefits . . . and More!,Motivation/Inspiration,motivation-inspiration,,2018 BMR April,2018-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-04-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
10141,Band Contests and Band Director Self-Worth: What is the Balance?,Health/Wellness; Motivation/Inspiration,health-wellness; motivation-inspiration,,2024 BMR January,2024-bmr-january,https://texasbandmasters.org/wp-content/uploads/2024/01/2024_1_Brumley.pdf,https://texasbandmasters.org/document-library/
10587,Band Director Team Building: Harmonizing Leadership for Musical Success,General,general,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Band-Director-Team-Building-Harmonizing-Leadership-for-Musical-Success.pdf,https://texasbandmasters.org/document-library/
8073,Band Directors Wear Many Hats: Let Technology Help You Manage the Load and Save Time,Technology,technology,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_hargreaves.pdf,https://texasbandmasters.org/document-library/
11812,"Band Directors Who Stay Together, Slay Together",Health/Wellness,health-wellness,"Adrian Teti , Cori Swan , Jessica Gonzales",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Band-Directors-Who-Stay-Together-Slay-Together-Clinicians-Jessica-Gonzales-Cori-Swan-Adrian-Teti.pdf,https://texasbandmasters.org/document-library/
8370,Band Directors: Difference-Makers At the Highest Level,Motivation/Inspiration,motivation-inspiration,,2018 BMR September,2018-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-09-lautzenheiser.pdf,https://texasbandmasters.org/document-library/
11802,Band Fundamentals for Small and Large Schools,Pedagogy-Ensemble,pedagogy-ensemble-2,Jeff King,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Band-Fundamentals-for-Small-and-Large-Schools-Clinician-Jeff-King.pdf,https://texasbandmasters.org/document-library/
11948,Band Organization,Program Management,program-management,Scott McAdow,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-mcadow1.pdf,https://texasbandmasters.org/document-library/
7996,"Band Together! Enlisting, Enriching and Engaging Your Students",Recruiting/Retention,recruiting-retention,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_davis.pdf,https://texasbandmasters.org/document-library/
7841,Banding Together with Your Community,Program Management,program-management,,2021 BMR April,2021-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_4_vandewalker.pdf,https://texasbandmasters.org/document-library/
8988,Basic Fundamentals for a Successful Band,Pedagogy-Ensemble,pedagogy-ensemble-2,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Bennett-Basic-Fundamentals-for-a-Successful-Band.pdf,https://texasbandmasters.org/document-library/
8990,"Basic Knowledge of Audio Physics, Wireless Mics and Sound Systems",Technology,technology,,2014 TBA Handout,2014-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Stith-Basic-Knowledge-of-Audio-Physics.pdf,https://texasbandmasters.org/document-library/
10143,Basics and Musicianship,Pedagogy-Ensemble,pedagogy-ensemble-2,,2024 BMR January,2024-bmr-january,https://texasbandmasters.org/wp-content/uploads/2024/01/2024_1_mcintruf.pdf,https://texasbandmasters.org/document-library/
7997,Basics of Balance,Pedagogy-Ensemble,pedagogy-ensemble-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_countryman.pdf,https://texasbandmasters.org/document-library/
10145,Basics of Balance From the Individual to the Full Ensemble,Pedagogy-Ensemble,pedagogy-ensemble-2,,2024 BMR January,2024-bmr-january,https://texasbandmasters.org/wp-content/uploads/2024/01/2024_1_countryman.pdf,https://texasbandmasters.org/document-library/
8342,Be Thankful and Pay it Forwad,Motivation/Inspiration,motivation-inspiration,,2018 BMR December,2018-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-12-clements.pdf,https://texasbandmasters.org/document-library/
8262,Become the Expert,Pedagogy,pedagogy,,2019 BMR December,2019-bmr-december,https://texasbandmasters.org/wp-content/uploads/2023/11/2019_12_sandoval.pdf,https://texasbandmasters.org/document-library/
9819,Before the Downbeat,Pedagogy,pedagogy,,2006 BMR September,2006-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-09-dierolf1.pdf,https://texasbandmasters.org/document-library/
8787,Before You Go to Contest and Before You See the Judges..Who You Gonna Call? BAND DOCTORS!,Pedagogy-Ensemble,pedagogy-ensemble-2,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_lambrecht.pdf,https://texasbandmasters.org/document-library/
11804,"Before, Besides, and Beyond Basics",Pedagogy-Ensemble,pedagogy-ensemble-2,Brian Merrill,2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Before-Besides-and-Beyond-Basics-Clinician-Brian-Merrill.pdf,https://texasbandmasters.org/document-library/
8670,Begin with the Beginning in Mind,Pedagogy,pedagogy,,2016 BMR April,2016-bmr-april,https://texasbandmasters.org/wp-content/uploads/2023/11/2016-04-portillo.pdf,https://texasbandmasters.org/document-library/
8531,Beginner Band: The First Six Weeks,Beginner Band,beginner-band,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Kalisek-Sharon-Meredith-Chris-Vogt-Williams-Darcy-Beginner-Band-The-First-Six-Weeks.pdf,https://texasbandmasters.org/document-library/
11774,Beginner Bassoon and Oboe,Beginner Band-Woodwind,beginner-band-woodwind-2,"Dr. Jennifer Auerbach , Sally Bohls",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Beginner-Bassoon-and-Oboe-Clinicians-Dr.-Jennifer-Auerbach-Sally-Bohls.pdf,https://texasbandmasters.org/document-library/
8397,Beginner Bassoon Toolbox-A Guide to Starting Successful Bassoonists,Beginner Band-Woodwind,beginner-band-woodwind-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Beginner-Bassoon-Toolbox-Chappell-Quintanar-Sebesta.pdf,https://texasbandmasters.org/document-library/
8399,Beginner Horn Show and Tell,Beginner Band-Brass,beginner-band-brass-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Beginner-Horn-Show-and-Tell-Laurel-Moore.pdf,https://texasbandmasters.org/document-library/
7998,Beginner Percussion – So…You wanna be a drummer?!?!,Beginner Band-Percussion,beginner-band-percussion-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_hinojosa.pdf,https://texasbandmasters.org/document-library/
11776,Beginner Percussion – The Most Important Class of the Day!,Beginner Band-Percussion,beginner-band-percussion-2,"Hector Gil , Kennan Wylie",2025 TBA Handout,2025-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/Beginner-Percussion-The-Most-Important-Class-of-the-Day-Clinicians-Hector-Gil-Kennan-Wylie.pdf,https://texasbandmasters.org/document-library/
9647,Beginner Saxophone,Beginner Band-Woodwind,beginner-band-woodwind-2,,2008 TBA Handout,2008-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2008-east1.pdf,https://texasbandmasters.org/document-library/
8533,Beginner Saxophone: Don’t Let Your Whispers Be Careless,Beginner Band-Woodwind,beginner-band-woodwind-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Guidry-Rylon-Lien-Kelsey-Williams-Gary-Beginner-Saxophone-Dont-Let-Your-Whispers-Be-Careless.pdf,https://texasbandmasters.org/document-library/
8074,Beginner Saxophone: Lightly Row to Lincolnshire Posy,Beginner Band-Woodwind,beginner-band-woodwind-2,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_aguilar.pdf,https://texasbandmasters.org/document-library/
10589,Beginner Timelines,Beginner Band,beginner-band,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Beginner-Timelines.pdf,https://texasbandmasters.org/document-library/
9136,Beginning Band Basics With the Breathing Gym and Scale & Rhythm Chunks,Beginner Band,beginner-band,,2013 TBA Handout,2013-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2013_canter_sheridan.pdf,https://texasbandmasters.org/document-library/
10591,Beginning Band Building Blocks,Beginner Band,beginner-band,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Beginning-Band-Building-Blocks.pdf,https://texasbandmasters.org/document-library/
9581,Beginning Band Objectives,Beginner Band,beginner-band,,2009 TBA Handout,2009-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2009-tucker.pdf,https://texasbandmasters.org/document-library/
9929,Beginning Band Recruiting from A to Z,Recruiting/Retention,recruiting-retention,,2005 TBA Handout,2005-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2005-dunham1.pdf,https://texasbandmasters.org/document-library/
9835,Beginning Band: On Being a Visionary,Beginner Band,beginner-band,,2006 TBA Handout,2006-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2006-jackson.pdf,https://texasbandmasters.org/document-library/
11926,Beginning Bassoon,Beginner Band-Woodwind,beginner-band-woodwind-2,Gary Doherty,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-doherty1.pdf,https://texasbandmasters.org/document-library/
7913,Beginning Brass 2020: Turning Stumbling Blocks Into Stepping Stones,Beginner Band-Brass,beginner-band-brass-2,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_jackson.pdf,https://texasbandmasters.org/document-library/
8401,Beginning Euphonium & Tuba: Make It Good to Make It Last,Beginner Band-Brass,beginner-band-brass-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Beginning-Euphonium-Tuba-Make-It-Good-to-Make-It-Last-Hanegan-Pineda-Wallace.pdf,https://texasbandmasters.org/document-library/
11930,Beginning Flute,Beginner Band-Woodwind,beginner-band-woodwind-2,Venessa Duran-Sloan,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-duran-sloan1.pdf,https://texasbandmasters.org/document-library/
8372,Beginning Oboe: Fundamentals for Your Future Oboists,Beginner Band-Woodwind,beginner-band-woodwind-2,,2018 BMR September,2018-bmr-september,https://texasbandmasters.org/wp-content/uploads/2023/11/2018-09-finnigan.pdf,https://texasbandmasters.org/document-library/
8403,Beginning Oboe: Fundamentals for Your Future Oboists,Beginner Band-Woodwind,beginner-band-woodwind-2,,2018 TBA Handout,2018-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Beginning-Oboe-Fundamentals-for-Your-Future-Oboists-Finnigan-Maus.pdf,https://texasbandmasters.org/document-library/
8708,Beginning Percussion,Pedagogy-Percussion,pedagogy-percussion-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Bartley-Dick-Scheer-Beginning-Percussion.pdf,https://texasbandmasters.org/document-library/
7915,Beginning Percussion Methods – Strategies for Setting Beginner Percussionists up for Years of Continued Success,Beginner Band-Percussion,beginner-band-percussion-2,,2020 TBA Handout,2020-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2020_gil.pdf,https://texasbandmasters.org/document-library/
10593,Beginning Saxophone – It’s Not as Easy as You Think,Beginner Band-Woodwind,beginner-band-woodwind-2,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Beginning-Saxophone-Its-Not-as-Easy-as-You-Think.pdf,https://texasbandmasters.org/document-library/
8535,Beginning Trombone,Beginner Band-Brass,beginner-band-brass-2,,2017 TBA Handout,2017-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Little-George-McNair-James-Meredith-Chris-Beginning-Trombone.pdf,https://texasbandmasters.org/document-library/
8789,Beginning Trombone – A First Lesson,Beginner Band-Brass,beginner-band-brass-2,,2015 TBA Handout,2015-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2015_bohls_1.pdf,https://texasbandmasters.org/document-library/
11962,Beginning Trombone First Things First,Beginner Band-Brass,beginner-band-brass-2,Andy Russell,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-russell1.pdf,https://texasbandmasters.org/document-library/
11952,Beginning Trumpet,Beginner Band-Brass,beginner-band-brass-2,Paul Najera,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-najera1.pdf,https://texasbandmasters.org/document-library/
10594,Beginning Trumpet Fundamentals,Beginner Band-Brass,beginner-band-brass-2,,2024 TBA Handout,2024-tba-handout,https://texasbandmasters.org/wp-content/uploads/2024/08/Beginning-Trumpet-Fundamentals.pdf,https://texasbandmasters.org/document-library/
8710,Beginning Trumpet Not So Fast-It Takes Time,Pedagogy-Brass,pedagogy-brass-2,,2016 TBA Handout,2016-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/Capshaw-Beginning-Trumpet-Not-So-Fast-it-Takes-Time.pdf,https://texasbandmasters.org/document-library/
8075,"Beginning Trumpet: Try This Try That, Good Luck!",Beginner Band-Brass,beginner-band-brass-2,,2022 TBA Handout,2022-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2022_gonzalez.pdf,https://texasbandmasters.org/document-library/
11946,Beginning Tuba,Beginner Band-Brass,beginner-band-brass-2,Jesse Q. Lotspeich,2003 TBA Handout,2003-tba-handout,https://texasbandmasters.org/wp-content/uploads/2026/01/2003-lotspiech1.pdf,https://texasbandmasters.org/document-library/
7743,Beginning Tuba and Euphonium,Beginner Band-Brass,beginner-band-brass-2,,2021 TBA Handout,2021-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/11/2021_Meredith.pdf,https://texasbandmasters.org/document-library/
7999,Beginning Tuba and Euphonium,Beginner Band-Brass,beginner-band-brass-2,,2023 TBA Handout,2023-tba-handout,https://texasbandmasters.org/wp-content/uploads/2023/10/2023_dunn.pdf,https://texasbandmasters.org/document-library/
